upb_floor,n_kept,share_dropped,mean_lgd,median_lgd,p99_lgd
0.0,18998,0.0,42.62168466011196,0.4603283549354619,1.478044435645304
100.0,18995,0.00015791135909037912,0.4926243971937794,0.46023987043902215,1.47422234092369
500.0,18990,0.00042109695757452936,0.48768689268489784,0.46023470920088816,1.4717398034896658
1000.0,18989,0.0004737340772712484,0.48765647671791884,0.46023434129830326,1.4717453547870347
2500.0,18976,0.001158016633329817,0.48691645285158525,0.45976996103648893,1.463988029214993
5000.0,18964,0.0017896620696915555,0.48646416225364486,0.45946529183496776,1.4553552040622078
10000.0,18952,0.002421307506053294,0.4858234262542754,0.45926776490287036,1.44576386038695
25000.0,18744,0.013369828402989836,0.48268887741626415,0.45791442621369616,1.3824005372479315
