ltv_band,property_state,n,raw_mean,raw_std,credibility,shrunk_lgd,global_mean
61-70,SD,1,0.4697954310212953,,0.0196078431372549,0.48730626013563205,0.48765647671791884
61-70,TN,25,0.2426035532414579,0.3132127023256069,0.3333333333333333,0.40597216889243193,0.48765647671791884
61-70,TX,18,0.3949422708378352,0.24465038433879388,0.2647058823529412,0.46311448104377906,0.48765647671791884
61-70,UT,12,0.3721024253264385,0.26711354338872556,0.1935483870967742,0.4652911764486,0.48765647671791884
61-70,VA,58,0.3782898188694714,0.31290475209646407,0.5370370370370371,0.4289225308363452,0.48765647671791884
61-70,WA,44,0.3424109984239301,0.27130178811779954,0.46808510638297873,0.41966923155903046,0.48765647671791884
61-70,WI,51,0.5726739677959222,0.36858857544092577,0.504950495049505,0.5305861009256234,0.48765647671791884
61-70,WV,11,0.6542316476811305,0.4832834555871214,0.18032786885245902,0.5176946223014488,0.48765647671791884
71-80,AK,5,0.24134511070852427,0.17176655023936407,0.09090909090909091,0.4652645343534284,0.48765647671791884
71-80,AL,103,0.499070836806535,0.41439674025005785,0.673202614379085,0.49534065377103953,0.48765647671791884
71-80,AR,51,0.44102842065360937,0.2650037038475708,0.504950495049505,0.4641116167250497,0.48765647671791884
71-80,AZ,565,0.5172865228013522,0.22090775259104253,0.9186991869918699,0.5148775759653007,0.48765647671791884
71-80,CA,800,0.4985968228314098,0.21962748725058492,0.9411764705882353,0.497953273060028,0.48765647671791884
71-80,CO,135,0.2937756388882443,0.22902122038367728,0.7297297297297297,0.34617586532869693,0.48765647671791884
71-80,CT,80,0.5075894062777777,0.3288901467161563,0.6153846153846154,0.4999228949086012,0.48765647671791884
71-80,DC,9,0.41910215357175934,0.32422009080324593,0.15254237288135594,0.4771990375939284,0.48765647671791884
71-80,DE,18,0.6085453788978901,0.3565765288491915,0.2647058823529412,0.5196564802361465,0.48765647671791884
71-80,FL,1058,0.6504984189975493,0.28513008879759816,0.9548736462093863,0.643149955898288,0.48765647671791884
71-80,GA,398,0.48507004220815503,0.30616449704341714,0.8883928571428571,0.48535870677397686,0.48765647671791884
71-80,GU,2,0.1126174606787768,0.059498046119813526,0.038461538461538464,0.4732318991779519,0.48765647671791884
71-80,HI,16,0.4260707642267727,0.1640121362266894,0.24242424242424243,0.47272660702309555,0.48765647671791884
71-80,IA,54,0.5318214473711604,0.33690721142934626,0.5192307692307693,0.5105882884032559,0.48765647671791884
71-80,ID,82,0.43340351087778484,0.24781902774222594,0.6212121212121212,0.4539538767263205,0.48765647671791884
71-80,IL,505,0.6755608322871761,0.3498143210052319,0.9099099099099099,0.6586325119656214,0.48765647671791884
71-80,IN,199,0.6538291165607959,0.3907091229932133,0.7991967871485943,0.6204611165923467,0.48765647671791884
71-80,KS,61,0.5235016882963681,0.3507268547357358,0.5495495495495496,0.5073551965943639,0.48765647671791884
71-80,KY,94,0.5438547126247323,0.46670766493971905,0.6527777777777778,0.5243414362681998,0.48765647671791884
71-80,LA,46,0.6242926932123165,0.5102069198686899,0.4791666666666667,0.5531279971214844,0.48765647671791884
71-80,MA,116,0.5020803311640109,0.2827252883227852,0.6987951807228916,0.4977357966922964,0.48765647671791884
71-80,MD,160,0.5158337964252196,0.3309839850146244,0.7619047619047619,0.5091249107806243,0.48765647671791884
71-80,ME,31,0.5063793674875476,0.35615010162221616,0.38271604938271603,0.49482202750629534,0.48765647671791884
71-80,MI,649,0.6903836676977458,0.3457230982942099,0.9284692417739628,0.6758824380139241,0.48765647671791884
71-80,MN,258,0.5045320704510879,0.29153452658748497,0.8376623376623377,0.5017925260138851,0.48765647671791884
71-80,MO,205,0.546936404936004,0.3759174349945666,0.803921568627451,0.5353128895991246,0.48765647671791884
71-80,MS,34,0.5328034960075317,0.374159353238228,0.40476190476190477,0.505930270239905,0.48765647671791884
71-80,MT,10,0.4349505168350838,0.21834725277381853,0.16666666666666666,0.47887215007077966,0.48765647671791884
71-80,NC,201,0.4569188447136818,0.31782947650927085,0.8007968127490039,0.46304187897747406,0.48765647671791884
71-80,ND,1,0.44212688018407753,,0.0196078431372549,0.48676373953098073,0.48765647671791884
71-80,NE,23,0.4826458702972794,0.29516540875577746,0.3150684931506849,0.4860777925031968,0.48765647671791884
71-80,NH,45,0.4987597931194059,0.2722946026711933,0.47368421052631576,0.49291594238178116,0.48765647671791884
71-80,NJ,198,0.6566461875262146,0.35085960159980273,0.7983870967741935,0.6225756813148647,0.48765647671791884
71-80,NM,55,0.47737736848407364,0.30932655635321704,0.5238095238095238,0.48227218192876187,0.48765647671791884
71-80,NV,239,0.5664704525751186,0.21880670549849504,0.8269896193771626,0.5528348166136654,0.48765647671791884
71-80,NY,183,0.6722141496213052,0.4621485009509125,0.7854077253218884,0.6326094987836686,0.48765647671791884
71-80,OH,445,0.71650005287678,0.4154319622318591,0.898989898989899,0.6933845401334607,0.48765647671791884
71-80,OK,58,0.46544970111650785,0.37328064536805583,0.5370370370370371,0.4757306157467907,0.48765647671791884
71-80,OR,148,0.38969226146276836,0.2788095244784162,0.7474747474747475,0.4144306996585134,0.48765647671791884
