metric,value
p1,-0.07356475330527235
p5,0.0010044948255024078
p10,0.04022953477626827
p25,0.22062705767192642
p50,0.4603283549354619
p75,0.7098782521678313
p90,0.9494175803100853
p95,1.0974771019992144
p99,1.478044435645304
mean_raw,42.62168466011197
median_raw,0.4603283549354619
share_below_zero,0.037424992104432044
share_above_one,0.07963996210127382
n,18998.0
