quarter,unemployment,hpi_yoy,predicted_default_rate,observed_default_rate,ratio_observed_to_predicted
2008-01-01,5.0,-12.416119397398562,0.0091939014355136,0.018133978096999005,1.9723920496854863
2008-04-01,5.333333333333333,-15.52535482018449,0.010150763140082166,0.022252747252747253,2.1922240668662796
2008-07-01,6.0,-16.966738971282247,0.011290327043678093,0.025770793101152028,2.282555058100122
2008-10-01,6.866666666666667,-18.316265516604734,0.012833486122355159,0.02961038961038961,2.307275616935456
2009-01-01,8.266666666666667,-18.618050525420582,0.015222555208812324,0.031652219595482006,2.0792974084376166
2009-04-01,9.299999999999999,-16.789434438416485,0.016601534418109614,0.03129507261932714,1.8850710922954945
2009-07-01,9.633333333333333,-11.496682499413813,0.015610794766299233,0.028949380130953568,1.8544462703109663
2009-10-01,9.933333333333334,-5.2456782388494165,0.014356152667926229,0.025470506084990355,1.7741874633233206
